iteration,iteration_started_at,sample_timestamp,pair,pair_key,hops,src_container,dst_ip,sample_number,success,time_module_delay_ms,ping_rtt_ms,packet_loss_pct,error
2,2026-04-24T14:07:41.660635,2026-04-24T14:07:59.450132,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,37,True,148.246713,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:07:59.609494,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,38,True,232.340872,0.056,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:07:59.852448,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,39,True,140.325863,0.057,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:00.003252,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,40,True,212.730878,0.05,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:00.226230,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,41,True,230.112364,0.058,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:00.466462,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,42,True,199.139099,0.05,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:00.676084,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,43,True,301.694231,0.061,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:00.987909,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,44,True,222.188025,0.055,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:01.221841,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,45,True,253.243823,0.066,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:01.485279,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,46,True,293.10633,0.058,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:01.789069,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,47,True,149.240381,0.613,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:01.948782,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,48,True,171.323689,0.056,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:02.130618,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,49,True,143.206691,0.058,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:02.284327,R1-R3,r1_r3,2,as100r-r1-10.0.12.254,10.0.23.253,50,True,123.759521,0.057,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:02.408148,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,1,True,125.312513,0.037,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:02.543670,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,2,True,199.65249,0.037,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:02.753471,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,3,True,276.326711,0.037,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:03.041480,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,4,True,226.923942,0.045,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:03.278676,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,5,True,99.599794,0.051,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:03.389143,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,6,True,201.67917,0.039,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:03.601799,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,7,True,176.638053,4.64,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:03.793269,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,8,True,201.164132,0.051,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:04.005172,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,9,True,201.611284,0.04,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:04.223727,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,10,True,178.615857,0.05,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:04.412955,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,11,True,281.209193,0.057,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:04.705264,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,12,True,287.395456,16.3,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:05.003571,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,13,True,286.781889,0.049,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:05.301446,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,14,True,127.518927,0.047,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:05.440017,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,15,True,178.478117,0.039,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:05.628892,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,16,True,169.093847,0.042,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:05.808142,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,17,True,140.679525,0.044,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:05.960001,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,18,True,171.544001,0.04,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:06.141961,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,19,True,171.639404,0.05,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:06.324120,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,20,True,193.563082,0.043,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:06.530009,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,21,True,280.741773,0.047,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:06.821862,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,22,True,304.667145,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:07.136685,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,23,True,105.515991,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:07.252911,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,24,True,206.064898,0.162,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:07.469501,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,25,True,148.589925,0.031,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:07.628365,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,26,True,212.17463,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:07.850676,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,27,True,174.63452,0.047,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:08.035875,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,28,True,116.29555,0.036,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:08.163160,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,29,True,98.266162,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:08.271653,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,30,True,136.308339,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:08.418477,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,31,True,162.973077,0.042,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:08.592169,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,32,True,367.49093,0.047,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:08.970578,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,33,True,150.399469,0.037,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:09.133362,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,34,True,382.253789,0.045,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:09.526255,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,35,True,113.785747,2.12,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:09.651403,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,36,True,166.794106,0.055,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:09.828920,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,37,True,196.028102,0.045,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:10.040577,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,38,True,172.480093,0.035,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:10.223877,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,39,True,115.671098,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:10.350225,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,40,True,177.948058,0.042,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:10.538826,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,41,True,129.578496,0.039,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:10.678864,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,42,True,176.496657,0.044,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:10.866901,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,43,True,122.06196,0.047,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:10.999515,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,44,True,277.828848,0.042,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:11.288390,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,45,True,154.549991,0.049,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:11.453306,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,46,True,181.165223,0.038,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:11.645000,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,47,True,145.099715,0.043,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:11.800219,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,48,True,282.101042,3.72,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:12.093060,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,49,True,176.957022,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:12.280357,R3-R2,r3_r2,1,as100r-r3-10.0.23.253,10.0.23.254,50,True,277.935759,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:12.558368,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,1,True,212.770902,0.372,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:12.781643,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,2,True,137.760188,0.074,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:12.930091,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,3,True,210.415089,0.14,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:13.150900,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,4,True,299.447835,0.068,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:13.460988,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,5,True,151.96941,0.061,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:13.663843,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,6,True,147.960906,0.064,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:13.822321,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,7,True,162.976098,0.068,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:13.995515,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,8,True,264.164096,0.431,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:14.270212,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,9,True,147.898455,0.069,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:14.428246,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,10,True,286.171671,0.07,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:14.725328,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,11,True,184.247843,0.073,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:14.919941,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,12,True,281.686565,0.059,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:15.212089,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,13,True,142.324183,0.334,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:15.365967,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,14,True,232.644036,0.065,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:15.609727,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,15,True,213.310176,0.068,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:15.833761,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,16,True,205.23501,0.067,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:16.049500,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,17,True,182.5232,0.066,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:16.242175,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,18,True,93.401167,0.944,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:16.345760,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,19,True,168.17905,1.04,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:16.524576,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,20,True,205.436125,0.068,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:16.740935,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,21,True,179.523909,0.069,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:16.931482,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,22,True,136.74252,0.068,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:17.079171,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,23,True,153.095594,0.064,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:17.242899,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,24,True,185.218995,0.072,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:17.439020,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,25,True,289.413076,2.25,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:17.738724,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,26,True,238.576193,0.072,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:17.987819,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,27,True,151.830065,0.063,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:18.149795,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,28,True,106.396985,0.181,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:18.266531,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,29,True,195.012358,7.44,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:18.478290,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,30,True,208.557191,1.2,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:18.697457,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,31,True,161.798148,0.07,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:18.869874,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,32,True,209.524111,0.065,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:19.090209,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,33,True,210.090265,0.069,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:19.310901,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,34,True,122.387156,0.069,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:19.445312,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,35,True,279.203587,0.064,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:19.736692,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,36,True,174.374176,14.8,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:19.923076,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,37,True,166.354061,0.068,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:20.099596,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,38,True,116.46812,0.066,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:20.226747,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,39,True,135.068096,0.067,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:20.372242,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,40,True,234.111756,0.068,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:20.616493,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,41,True,199.606798,0.07,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:20.826398,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,42,True,146.014685,0.067,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:20.982527,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,43,True,170.08545,0.063,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:21.171901,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,44,True,269.019722,0.202,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:21.460040,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,45,True,263.435238,0.067,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:21.733782,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,46,True,227.127477,0.07,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:21.971141,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,47,True,127.217209,0.067,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:22.109866,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,48,True,168.884458,0.069,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:22.289261,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,49,True,383.72209,0.077,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:22.683809,R3-R6,r3_r6,3,as100r-r3-10.0.23.253,10.0.56.253,50,True,225.124606,0.07,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:22.909044,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,1,True,110.442675,0.757,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:23.030117,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,2,True,209.655066,0.042,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:23.255381,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,3,True,200.498731,0.048,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:23.471892,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,4,True,145.404526,0.042,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:23.628931,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,5,True,107.868065,0.134,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:23.748078,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,6,True,179.027523,0.049,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:23.938751,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,7,True,183.069776,0.045,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:24.132643,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,8,True,96.539987,0.048,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:24.240097,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,9,True,244.414782,0.047,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:24.495043,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,10,True,176.086124,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:24.681799,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,11,True,200.83276,0.045,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:24.892981,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,12,True,341.938771,8.56,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:25.246999,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,13,True,175.952693,0.045,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:25.433373,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,14,True,172.030022,0.032,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:25.616845,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,15,True,214.246196,10.9,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:25.841219,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,16,True,113.229965,0.049,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:25.965694,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,17,True,187.649386,0.044,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:26.164013,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,18,True,152.405836,0.044,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:26.326762,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,19,True,144.738358,0.044,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:26.482556,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,20,True,108.362805,0.04,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:26.602501,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,21,True,161.826903,0.05,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:26.774578,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,22,True,223.347361,0.048,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:27.008078,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,23,True,205.980316,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:27.226513,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,24,True,210.132378,0.049,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:27.452713,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,25,True,83.594844,0.035,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:27.546605,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,26,True,156.718924,0.237,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:27.713520,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,27,True,170.780367,0.047,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:27.895513,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,28,True,176.34241,0.046,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:28.083677,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,29,True,124.481595,0.305,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:28.218536,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,30,True,133.577974,0.045,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:28.362816,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,31,True,188.191146,0.037,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:28.561900,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,32,True,124.690815,0.032,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:28.697538,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,33,True,214.215463,8.53,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:28.922020,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,34,True,101.661702,0.246,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:29.034286,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,35,True,213.754855,0.04,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:29.258503,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,36,True,197.760875,0.048,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:29.466661,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,37,True,109.427719,0.041,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:29.587515,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,38,True,91.5128,0.039,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:29.690726,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,39,True,183.611829,0.048,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:29.885280,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,40,True,209.715896,0.429,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:30.106123,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,41,True,154.120737,0.044,0.0,
2,2026-04-24T14:07:41.660635,2026-04-24T14:08:30.270677,R1-R6,r1_r6,1,as100r-r1-10.0.12.254,10.0.61.253,42,True,126.373829,0.044,0.0,
