iteration,iteration_started_at,sample_started_at,pair,pair_key,hops,src_node,dst_node,dst_ip,sample_number,success,time_module_delay_ms,ping_rtt_ms,packet_loss_pct
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.313505,R1-R2,r1_r2,1,r1,r2,10.0.12.2,40,True,35.67142,0.875,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.359318,R1-R2,r1_r2,1,r1,r2,10.0.12.2,41,True,26.493398,0.027,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.396435,R1-R2,r1_r2,1,r1,r2,10.0.12.2,42,True,31.757544,0.026,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.438699,R1-R2,r1_r2,1,r1,r2,10.0.12.2,43,True,32.196922,0.024,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.481031,R1-R2,r1_r2,1,r1,r2,10.0.12.2,44,True,31.659869,0.834,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.524026,R1-R2,r1_r2,1,r1,r2,10.0.12.2,45,True,28.560119,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.562706,R1-R2,r1_r2,1,r1,r2,10.0.12.2,46,True,29.215104,0.137,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.602008,R1-R2,r1_r2,1,r1,r2,10.0.12.2,47,True,27.989169,0.037,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.640729,R1-R2,r1_r2,1,r1,r2,10.0.12.2,48,True,38.299736,0.034,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.689450,R1-R2,r1_r2,1,r1,r2,10.0.12.2,49,True,28.771733,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.728676,R1-R2,r1_r2,1,r1,r2,10.0.12.2,50,True,29.923535,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.758653,R1-R3,r1_r3,2,r1,r3,10.0.23.2,1,True,37.17248,0.043,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.806316,R1-R3,r1_r3,2,r1,r3,10.0.23.2,2,True,32.949769,0.04,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.849480,R1-R3,r1_r3,2,r1,r3,10.0.23.2,3,True,27.493264,0.042,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.890032,R1-R3,r1_r3,2,r1,r3,10.0.23.2,4,True,37.668295,0.036,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.938005,R1-R3,r1_r3,2,r1,r3,10.0.23.2,5,True,27.54557,0.033,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:43.976262,R1-R3,r1_r3,2,r1,r3,10.0.23.2,6,True,27.467189,0.032,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.014628,R1-R3,r1_r3,2,r1,r3,10.0.23.2,7,True,32.437745,0.035,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.065728,R1-R3,r1_r3,2,r1,r3,10.0.23.2,8,True,25.817855,0.032,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.102156,R1-R3,r1_r3,2,r1,r3,10.0.23.2,9,True,41.909982,0.041,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.154261,R1-R3,r1_r3,2,r1,r3,10.0.23.2,10,True,26.885333,0.042,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.191220,R1-R3,r1_r3,2,r1,r3,10.0.23.2,11,True,31.740045,0.04,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.233187,R1-R3,r1_r3,2,r1,r3,10.0.23.2,12,True,32.441499,0.058,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.276654,R1-R3,r1_r3,2,r1,r3,10.0.23.2,13,True,25.688455,0.032,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.312979,R1-R3,r1_r3,2,r1,r3,10.0.23.2,14,True,35.140609,0.032,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.359182,R1-R3,r1_r3,2,r1,r3,10.0.23.2,15,True,32.347148,0.031,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.402343,R1-R3,r1_r3,2,r1,r3,10.0.23.2,16,True,23.844959,0.03,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.438020,R1-R3,r1_r3,2,r1,r3,10.0.23.2,17,True,30.593163,0.03,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.479156,R1-R3,r1_r3,2,r1,r3,10.0.23.2,18,True,32.020467,0.032,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.521423,R1-R3,r1_r3,2,r1,r3,10.0.23.2,19,True,33.256566,0.03,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.565422,R1-R3,r1_r3,2,r1,r3,10.0.23.2,20,True,25.911535,0.032,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.602231,R1-R3,r1_r3,2,r1,r3,10.0.23.2,21,True,27.992571,0.086,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.641066,R1-R3,r1_r3,2,r1,r3,10.0.23.2,22,True,33.083232,0.04,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.686795,R1-R3,r1_r3,2,r1,r3,10.0.23.2,23,True,31.369971,0.033,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.729031,R1-R3,r1_r3,2,r1,r3,10.0.23.2,24,True,28.617679,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.768355,R1-R3,r1_r3,2,r1,r3,10.0.23.2,25,True,35.381953,0.031,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.814629,R1-R3,r1_r3,2,r1,r3,10.0.23.2,26,True,29.279388,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.860347,R1-R3,r1_r3,2,r1,r3,10.0.23.2,27,True,28.865133,0.031,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.899293,R1-R3,r1_r3,2,r1,r3,10.0.23.2,28,True,28.630916,0.031,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.938508,R1-R3,r1_r3,2,r1,r3,10.0.23.2,29,True,30.532913,0.03,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:44.979776,R1-R3,r1_r3,2,r1,r3,10.0.23.2,30,True,24.57474,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.015152,R1-R3,r1_r3,2,r1,r3,10.0.23.2,31,True,36.742462,0.032,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.062260,R1-R3,r1_r3,2,r1,r3,10.0.23.2,32,True,36.883185,0.037,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.109970,R1-R3,r1_r3,2,r1,r3,10.0.23.2,33,True,27.314748,0.043,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.148305,R1-R3,r1_r3,2,r1,r3,10.0.23.2,34,True,31.096196,0.043,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.190712,R1-R3,r1_r3,2,r1,r3,10.0.23.2,35,True,45.206024,2.45,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.261879,R1-R3,r1_r3,2,r1,r3,10.0.23.2,36,True,27.11106,0.975,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.304449,R1-R3,r1_r3,2,r1,r3,10.0.23.2,37,True,27.539175,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.345761,R1-R3,r1_r3,2,r1,r3,10.0.23.2,38,True,34.436497,0.04,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.390699,R1-R3,r1_r3,2,r1,r3,10.0.23.2,39,True,31.321824,0.186,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.432940,R1-R3,r1_r3,2,r1,r3,10.0.23.2,40,True,35.913132,0.035,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.479755,R1-R3,r1_r3,2,r1,r3,10.0.23.2,41,True,27.968495,0.038,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.518078,R1-R3,r1_r3,2,r1,r3,10.0.23.2,42,True,28.528813,0.044,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.562460,R1-R3,r1_r3,2,r1,r3,10.0.23.2,43,True,31.416671,2.44,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.604286,R1-R3,r1_r3,2,r1,r3,10.0.23.2,44,True,40.669297,0.027,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.655182,R1-R3,r1_r3,2,r1,r3,10.0.23.2,45,True,28.909202,0.027,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.694712,R1-R3,r1_r3,2,r1,r3,10.0.23.2,46,True,30.861615,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.736283,R1-R3,r1_r3,2,r1,r3,10.0.23.2,47,True,27.223538,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.779113,R1-R3,r1_r3,2,r1,r3,10.0.23.2,48,True,27.042856,0.032,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.816932,R1-R3,r1_r3,2,r1,r3,10.0.23.2,49,True,29.742602,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.857223,R1-R3,r1_r3,2,r1,r3,10.0.23.2,50,True,24.395302,0.033,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.881668,R3-R2,r3_r2,1,r3,r2,10.0.23.1,1,True,27.086701,0.031,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.923588,R3-R2,r3_r2,1,r3,r2,10.0.23.1,2,True,31.07633,0.938,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:45.965995,R3-R2,r3_r2,1,r3,r2,10.0.23.1,3,True,26.077553,0.031,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.006317,R3-R2,r3_r2,1,r3,r2,10.0.23.1,4,True,23.523859,0.023,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.040101,R3-R2,r3_r2,1,r3,r2,10.0.23.1,5,True,24.727855,0.144,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.075055,R3-R2,r3_r2,1,r3,r2,10.0.23.1,6,True,40.477792,0.026,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.125628,R3-R2,r3_r2,1,r3,r2,10.0.23.1,7,True,40.96347,0.027,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.177238,R3-R2,r3_r2,1,r3,r2,10.0.23.1,8,True,30.976354,0.027,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.218463,R3-R2,r3_r2,1,r3,r2,10.0.23.1,9,True,26.443071,0.028,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.255000,R3-R2,r3_r2,1,r3,r2,10.0.23.1,10,True,30.763511,0.028,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.296143,R3-R2,r3_r2,1,r3,r2,10.0.23.1,11,True,38.360544,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.345162,R3-R2,r3_r2,1,r3,r2,10.0.23.1,12,True,25.487763,0.026,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.380792,R3-R2,r3_r2,1,r3,r2,10.0.23.1,13,True,26.173281,0.026,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.419143,R3-R2,r3_r2,1,r3,r2,10.0.23.1,14,True,40.142918,0.026,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.471225,R3-R2,r3_r2,1,r3,r2,10.0.23.1,15,True,25.553197,0.031,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.507420,R3-R2,r3_r2,1,r3,r2,10.0.23.1,16,True,31.654071,0.026,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.549178,R3-R2,r3_r2,1,r3,r2,10.0.23.1,17,True,30.724795,0.031,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.590197,R3-R2,r3_r2,1,r3,r2,10.0.23.1,18,True,30.398968,0.035,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.631048,R3-R2,r3_r2,1,r3,r2,10.0.23.1,19,True,35.711851,0.024,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.677485,R3-R2,r3_r2,1,r3,r2,10.0.23.1,20,True,40.023362,4.18,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.728244,R3-R2,r3_r2,1,r3,r2,10.0.23.1,21,True,38.341797,0.026,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.777414,R3-R2,r3_r2,1,r3,r2,10.0.23.1,22,True,33.002756,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.821251,R3-R2,r3_r2,1,r3,r2,10.0.23.1,23,True,26.424968,0.026,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.858116,R3-R2,r3_r2,1,r3,r2,10.0.23.1,24,True,28.691815,0.034,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.897768,R3-R2,r3_r2,1,r3,r2,10.0.23.1,25,True,37.513895,0.028,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.945983,R3-R2,r3_r2,1,r3,r2,10.0.23.1,26,True,36.438629,0.162,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:46.993118,R3-R2,r3_r2,1,r3,r2,10.0.23.1,27,True,31.534321,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.035167,R3-R2,r3_r2,1,r3,r2,10.0.23.1,28,True,29.066931,0.021,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.074649,R3-R2,r3_r2,1,r3,r2,10.0.23.1,29,True,27.364398,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.112132,R3-R2,r3_r2,1,r3,r2,10.0.23.1,30,True,27.831481,0.035,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.152577,R3-R2,r3_r2,1,r3,r2,10.0.23.1,31,True,28.376115,0.026,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.192724,R3-R2,r3_r2,1,r3,r2,10.0.23.1,32,True,35.752888,0.161,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.238881,R3-R2,r3_r2,1,r3,r2,10.0.23.1,33,True,34.885166,0.021,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.283962,R3-R2,r3_r2,1,r3,r2,10.0.23.1,34,True,32.165214,0.024,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.326715,R3-R2,r3_r2,1,r3,r2,10.0.23.1,35,True,30.86968,0.024,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.368090,R3-R2,r3_r2,1,r3,r2,10.0.23.1,36,True,22.08837,0.119,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.401003,R3-R2,r3_r2,1,r3,r2,10.0.23.1,37,True,50.728635,4.88,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.461885,R3-R2,r3_r2,1,r3,r2,10.0.23.1,38,True,28.150215,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.502263,R3-R2,r3_r2,1,r3,r2,10.0.23.1,39,True,32.146942,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.544674,R3-R2,r3_r2,1,r3,r2,10.0.23.1,40,True,23.496039,0.022,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.579287,R3-R2,r3_r2,1,r3,r2,10.0.23.1,41,True,25.523162,0.024,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.615933,R3-R2,r3_r2,1,r3,r2,10.0.23.1,42,True,23.933892,0.018,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.650599,R3-R2,r3_r2,1,r3,r2,10.0.23.1,43,True,28.733932,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.698278,R3-R2,r3_r2,1,r3,r2,10.0.23.1,44,True,27.979501,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.737100,R3-R2,r3_r2,1,r3,r2,10.0.23.1,45,True,29.93202,0.031,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.777314,R3-R2,r3_r2,1,r3,r2,10.0.23.1,46,True,28.265165,0.098,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.815797,R3-R2,r3_r2,1,r3,r2,10.0.23.1,47,True,27.317846,0.028,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.853185,R3-R2,r3_r2,1,r3,r2,10.0.23.1,48,True,28.729116,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.892670,R3-R2,r3_r2,1,r3,r2,10.0.23.1,49,True,34.981432,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.937806,R3-R2,r3_r2,1,r3,r2,10.0.23.1,50,True,26.387786,0.027,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:47.964247,R3-R6,r3_r6,3,r3,r6,10.0.56.2,1,True,54.307884,0.049,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.029216,R3-R6,r3_r6,3,r3,r6,10.0.56.2,2,True,42.752607,0.046,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.085249,R3-R6,r3_r6,3,r3,r6,10.0.56.2,3,True,39.220719,0.042,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.135045,R3-R6,r3_r6,3,r3,r6,10.0.56.2,4,True,36.92092,6.29,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.182066,R3-R6,r3_r6,3,r3,r6,10.0.56.2,5,True,38.489927,0.04,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.230650,R3-R6,r3_r6,3,r3,r6,10.0.56.2,6,True,33.912303,0.037,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.274802,R3-R6,r3_r6,3,r3,r6,10.0.56.2,7,True,31.765717,0.037,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.317792,R3-R6,r3_r6,3,r3,r6,10.0.56.2,8,True,34.76888,0.129,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.362992,R3-R6,r3_r6,3,r3,r6,10.0.56.2,9,True,31.71374,0.041,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.405290,R3-R6,r3_r6,3,r3,r6,10.0.56.2,10,True,37.357849,0.038,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.603755,R3-R6,r3_r6,3,r3,r6,10.0.56.2,11,True,37.050728,0.382,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.651311,R3-R6,r3_r6,3,r3,r6,10.0.56.2,12,True,33.743394,0.038,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.695511,R3-R6,r3_r6,3,r3,r6,10.0.56.2,13,True,33.075027,0.116,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.742321,R3-R6,r3_r6,3,r3,r6,10.0.56.2,14,True,42.468584,0.046,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.794930,R3-R6,r3_r6,3,r3,r6,10.0.56.2,15,True,27.331943,0.043,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.832828,R3-R6,r3_r6,3,r3,r6,10.0.56.2,16,True,43.899965,1.03,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.887659,R3-R6,r3_r6,3,r3,r6,10.0.56.2,17,True,26.89462,0.039,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.925485,R3-R6,r3_r6,3,r3,r6,10.0.56.2,18,True,27.492592,0.046,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:48.969523,R3-R6,r3_r6,3,r3,r6,10.0.56.2,19,True,25.047902,0.044,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.005274,R3-R6,r3_r6,3,r3,r6,10.0.56.2,20,True,36.553363,0.045,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.052259,R3-R6,r3_r6,3,r3,r6,10.0.56.2,21,True,37.061503,0.284,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.100616,R3-R6,r3_r6,3,r3,r6,10.0.56.2,22,True,24.52084,0.037,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.136013,R3-R6,r3_r6,3,r3,r6,10.0.56.2,23,True,37.865056,0.046,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.184528,R3-R6,r3_r6,3,r3,r6,10.0.56.2,24,True,26.468454,0.044,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.222181,R3-R6,r3_r6,3,r3,r6,10.0.56.2,25,True,31.572481,0.04,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.264445,R3-R6,r3_r6,3,r3,r6,10.0.56.2,26,True,25.904991,0.038,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.310173,R3-R6,r3_r6,3,r3,r6,10.0.56.2,27,True,30.118649,0.039,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.351138,R3-R6,r3_r6,3,r3,r6,10.0.56.2,28,True,21.850884,0.028,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.383780,R3-R6,r3_r6,3,r3,r6,10.0.56.2,29,True,27.26368,0.034,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.421150,R3-R6,r3_r6,3,r3,r6,10.0.56.2,30,True,32.340122,0.035,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.464805,R3-R6,r3_r6,3,r3,r6,10.0.56.2,31,True,29.839368,0.865,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.504717,R3-R6,r3_r6,3,r3,r6,10.0.56.2,32,True,38.200514,0.045,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.553027,R3-R6,r3_r6,3,r3,r6,10.0.56.2,33,True,37.540483,0.047,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.601530,R3-R6,r3_r6,3,r3,r6,10.0.56.2,34,True,34.630061,0.043,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.647011,R3-R6,r3_r6,3,r3,r6,10.0.56.2,35,True,39.363771,0.04,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.696940,R3-R6,r3_r6,3,r3,r6,10.0.56.2,36,True,39.025393,0.264,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.754511,R3-R6,r3_r6,3,r3,r6,10.0.56.2,37,True,28.509496,0.038,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.795710,R3-R6,r3_r6,3,r3,r6,10.0.56.2,38,True,29.216403,0.038,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.835180,R3-R6,r3_r6,3,r3,r6,10.0.56.2,39,True,37.272204,0.032,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.882833,R3-R6,r3_r6,3,r3,r6,10.0.56.2,40,True,34.857651,0.037,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.927958,R3-R6,r3_r6,3,r3,r6,10.0.56.2,41,True,34.851206,0.033,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:49.972964,R3-R6,r3_r6,3,r3,r6,10.0.56.2,42,True,27.159496,0.037,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.011883,R3-R6,r3_r6,3,r3,r6,10.0.56.2,43,True,24.683166,0.038,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.047103,R3-R6,r3_r6,3,r3,r6,10.0.56.2,44,True,43.225198,0.039,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.100709,R3-R6,r3_r6,3,r3,r6,10.0.56.2,45,True,26.092297,0.041,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.137093,R3-R6,r3_r6,3,r3,r6,10.0.56.2,46,True,29.981203,0.043,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.178213,R3-R6,r3_r6,3,r3,r6,10.0.56.2,47,True,28.752583,0.16,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.217226,R3-R6,r3_r6,3,r3,r6,10.0.56.2,48,True,27.659501,0.038,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.255691,R3-R6,r3_r6,3,r3,r6,10.0.56.2,49,True,27.86101,0.037,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.294149,R3-R6,r3_r6,3,r3,r6,10.0.56.2,50,True,27.119294,0.037,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.321462,R1-R6,r1_r6,1,r1,r6,10.0.61.1,1,True,27.702556,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.359514,R1-R6,r1_r6,1,r1,r6,10.0.61.1,2,True,29.330602,0.031,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.399486,R1-R6,r1_r6,1,r1,r6,10.0.61.1,3,True,26.544795,0.029,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.436379,R1-R6,r1_r6,1,r1,r6,10.0.61.1,4,True,33.33198,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.480328,R1-R6,r1_r6,1,r1,r6,10.0.61.1,5,True,30.569134,0.096,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.521608,R1-R6,r1_r6,1,r1,r6,10.0.61.1,6,True,32.22834,0.034,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.564026,R1-R6,r1_r6,1,r1,r6,10.0.61.1,7,True,37.269522,0.025,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.611815,R1-R6,r1_r6,1,r1,r6,10.0.61.1,8,True,29.672755,0.026,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.651654,R1-R6,r1_r6,1,r1,r6,10.0.61.1,9,True,28.349355,0.101,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.690065,R1-R6,r1_r6,1,r1,r6,10.0.61.1,10,True,34.018145,0.917,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.735847,R1-R6,r1_r6,1,r1,r6,10.0.61.1,11,True,29.431317,0.02,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.775595,R1-R6,r1_r6,1,r1,r6,10.0.61.1,12,True,31.82491,0.035,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.818030,R1-R6,r1_r6,1,r1,r6,10.0.61.1,13,True,40.69334,0.035,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.869665,R1-R6,r1_r6,1,r1,r6,10.0.61.1,14,True,34.138429,0.027,0.0
24,2026-04-24T14:13:41.445756,2026-04-24T14:13:50.913921,R1-R6,r1_r6,1,r1,r6,10.0.61.1,15,True,27.732114,0.022,0.0
