iteration,started_at,pair,pair_key,hops,src_node,dst_node,dst_ip,success,bandwidth_bps,throughput_bps,cpu_percent,memory_before_mb,memory_before_percent,memory_after_mb,memory_after_percent,duration_requested_s,elapsed_ms,error
69,2026-04-24T16:53:20.664770,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,67412384775.96789,66528629067.39754,8.948247,2168.75,8.993046,2167.503906,8.987879,5,5315.641841,
69,2026-04-24T16:53:28.593523,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60632737358.52528,60082343851.00682,8.785617,2169.21875,8.99499,2165.011719,8.977545,5,5261.472365,
69,2026-04-24T16:53:36.034834,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,65224082215.65971,64689372481.87425,7.843137,2168.65625,8.992657,2165.277344,8.978646,5,5251.31963,
69,2026-04-24T16:53:44.280201,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,52010453678.87,51499821437.489716,3.449483,2167.757812,8.988932,2160.726562,8.959776,5,5310.631897,
69,2026-04-24T16:53:51.371735,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,68038880939.23845,67488591699.50979,8.644899,2166.992188,8.985757,2166.238281,8.982631,5,5283.374766,
69,2026-04-24T16:53:58.495573,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,53512419456.34163,52565453368.75667,9.098511,2167.066406,8.986065,2167.550781,8.988073,5,5315.548629,
69,2026-04-24T16:54:05.661052,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,63932816757.41144,20336946868.05883,2.739426,2168.488281,8.991961,2163.527344,8.97139,5,16459.248994,
69,2026-04-24T16:54:23.789959,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,62394263346.195,20538696423.03789,3.174136,2165.492188,8.979537,2164.414062,8.975066,5,15340.302412,
69,2026-04-24T16:54:41.882716,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,66894459476.99987,66222640158.55134,9.190928,2166.851562,8.985174,2166.472656,8.983603,5,5249.572484,
70,2026-04-24T16:54:50.871373,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,66385213789.572426,65504339396.84815,8.845577,2169.167969,8.994779,2170.3125,8.999525,5,5328.081623,
70,2026-04-24T16:54:58.715309,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,59264282822.91728,58394330503.22242,4.353788,2171.359375,9.003866,2164.640625,8.976006,5,5322.687204,
70,2026-04-24T16:55:06.034576,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,67621586676.42392,22423367709.715267,3.71813,2167.726562,8.988802,2164.988281,8.977448,5,15216.413297,
70,2026-04-24T16:55:24.370821,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,54443705744.87175,54001041327.07826,8.53906,2170.175781,8.998958,2169.898438,8.997808,5,5251.831883,
70,2026-04-24T16:55:31.860364,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,65166886973.578926,53595324417.05372,7.598353,2170.476562,9.000206,2167.625,8.988381,5,6275.330968,
70,2026-04-24T16:55:39.750811,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54316400259.9974,16718004403.065945,2.961942,2170.4375,9.000044,2166.042969,8.981821,5,16377.918627,
70,2026-04-24T16:55:59.373232,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,65143473657.09504,64289020924.97819,9.150327,2168.203125,8.990778,2167.109375,8.986243,5,5300.060063,
70,2026-04-24T16:56:06.347044,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,60416749950.3018,59468269940.00293,8.885616,2167.28125,8.986956,2167.003906,8.985806,5,5427.374755,
70,2026-04-24T16:56:14.109021,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,68028398062.27178,57832250658.83568,7.601823,2169.457031,8.995978,2166.488281,8.983668,5,6082.048275,
71,2026-04-24T16:56:24.969196,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,59431451103.58865,58949737278.902824,2.974581,2167.425781,8.987555,2167.328125,8.98715,5,5214.524155,
71,2026-04-24T16:56:31.791648,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61400840548.39033,60858509390.99657,8.785486,2167.882812,8.98945,2166.851562,8.985174,5,5292.702631,
71,2026-04-24T16:56:40.055613,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,66920872891.604935,66397628602.36152,8.339915,2168.472656,8.991896,2168.789062,8.993208,5,5636.3588,
71,2026-04-24T16:56:47.802444,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,54154889809.1387,53702888537.865776,8.884402,2170.230469,8.999185,2167.785156,8.989045,5,5306.108454,
71,2026-04-24T16:56:55.715280,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,66052425930.41105,65508441887.2194,8.375065,2169.445312,8.995929,2164.90625,8.977107,5,5199.288008,
71,2026-04-24T16:57:03.327204,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,53490269488.99906,53066702260.19034,8.622676,2168.957031,8.993905,2168.136719,8.990503,5,5406.242647,
71,2026-04-24T16:57:10.926928,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,67837979103.39224,67241986416.09737,8.700834,2168.523438,8.992107,2166.921875,8.985466,5,5243.387452,
71,2026-04-24T16:57:19.156622,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,60757667015.194145,59631221346.70614,7.890365,2169.222656,8.995006,2162.351562,8.966514,5,5362.929452,
71,2026-04-24T16:57:26.956604,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,67063697137.888084,65637548444.58225,6.794128,2167.679688,8.988608,2167.367188,8.987312,5,5304.551605,
72,2026-04-24T16:57:38.126076,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,67539175324.781815,66986508156.173454,8.960328,2168.378906,8.991507,2162.886719,8.968733,5,5200.667799,
72,2026-04-24T16:57:44.964337,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61838545938.6056,61092830437.77218,9.002392,2167.613281,8.988333,2165.738281,8.980558,5,5234.882118,
72,2026-04-24T16:57:52.181596,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,68686950912.3119,67823573561.29646,7.621441,2167.300781,8.987037,2160.703125,8.959679,5,5304.473889,
72,2026-04-24T16:57:59.147209,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,56677766053.294556,50506965009.201546,8.929934,2165.734375,8.980541,2240.058594,9.288738,5,5829.032836,
72,2026-04-24T16:58:07.758947,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,68201929090.83565,67581205801.19338,8.826463,2226.492188,9.232483,2164.484375,8.975358,5,5357.092583,
72,2026-04-24T16:58:17.442030,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,56339199613.4434,55788039611.74093,8.791765,2167.867188,8.989385,2166.835938,8.985109,5,5259.869836,
72,2026-04-24T16:58:24.656918,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,66785284857.7841,22006014438.648922,4.534093,2167.867188,8.989385,2167.941406,8.989693,5,15316.809874,
72,2026-04-24T16:58:41.688370,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,60278294735.43584,59590347467.59312,8.778173,2169.484375,8.996091,2169.8125,8.997452,5,5252.172131,
72,2026-04-24T16:58:49.222844,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,66455639602.278046,65619879490.7813,8.072961,2169.46875,8.996027,2164.5625,8.975682,5,5277.285899,
73,2026-04-24T16:59:00.234545,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,67337185825.883484,17632661850.38892,4.363502,2168.929688,8.993791,2168.515625,8.992074,5,19227.695485,
73,2026-04-24T16:59:21.450943,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60733849491.1127,54592829738.589,7.962276,2170.695312,9.001113,2169.347656,8.995524,5,5780.867172,
73,2026-04-24T16:59:29.614738,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,65476611882.5588,64586232129.0441,8.614921,2169.238281,8.995071,2164.683594,8.976184,5,5298.283351,
73,2026-04-24T16:59:36.563378,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,54594666664.00002,54020090036.96493,9.069414,2170.238281,8.999217,2169.449219,8.995946,5,5265.090332,
73,2026-04-24T16:59:43.779111,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,67964272884.5202,67352711953.110435,8.87274,2170.148438,8.998845,2163.808594,8.972556,5,5267.06443,
73,2026-04-24T16:59:50.896825,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,52895301227.99017,16812802941.899857,4.351239,2169.332031,8.99546,2164.90625,8.977107,5,15889.306588,
73,2026-04-24T17:00:09.576105,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,66175172331.53155,21947637830.648575,4.219633,2167.476562,8.987766,2166.414062,8.98336,5,15199.214105,
73,2026-04-24T17:00:26.480165,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,56048496963.57591,46760208785.81807,3.651979,2169.230469,8.995038,2249.238281,9.326803,5,11747.455133,
73,2026-04-24T17:00:40.112886,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,67613263433.0485,59285782729.8734,8.161732,2254.878906,9.350192,2238.214844,9.281092,5,5896.906098,
74,2026-04-24T17:00:53.382850,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,66875745749.271255,65427962007.71844,7.922912,2215.210938,9.185703,2203.085938,9.135425,5,5428.914612,
74,2026-04-24T17:01:01.128063,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60636434436.36875,59928204250.211845,8.969595,2199.609375,9.121009,2191.820312,9.088711,5,5247.8667,
74,2026-04-24T17:01:10.287827,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,67736411020.69991,66810636749.9146,9.12605,2187.101562,9.069144,2181.765625,9.047017,5,5286.888813,
74,2026-04-24T17:01:17.513652,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,53847588973.9107,53364367612.42668,8.954469,2183.570312,9.054501,2175.316406,9.020275,5,5261.842359,
74,2026-04-24T17:01:24.447600,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,59474907952.90368,58840413269.319954,8.759247,2175.777344,9.022186,2174.890625,9.018509,5,5299.571828,
74,2026-04-24T17:01:31.908759,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54127387343.792336,53632872597.73585,8.96876,2175.519531,9.021117,2174.785156,9.018072,5,5290.236437,
74,2026-04-24T17:01:38.932427,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,65579610808.74814,20176293452.904556,4.233553,2175.679688,9.021781,2178.515625,9.033541,5,16395.87723,
74,2026-04-24T17:01:57.427285,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,62099834166.75283,61495016125.13516,8.814641,2177.226562,9.028195,2177.128906,9.02779,5,5307.866144,
74,2026-04-24T17:02:04.462054,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,68713729501.713264,68120765744.83103,9.098625,2177.679688,9.030074,2172.3125,9.007819,5,5238.083126,
75,2026-04-24T17:02:14.214040,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,69771588796.8896,68654175079.14186,3.598653,2175.789062,9.022235,2172.808594,9.009876,5,5279.838455,
75,2026-04-24T17:02:22.124390,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61480053382.13163,60545740358.19698,8.859913,2175.003906,9.018979,2172.777344,9.009746,5,5317.080451,
75,2026-04-24T17:02:29.806150,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,67398804475.73616,66574419252.97983,8.915581,2174.726562,9.017829,2170.226562,8.999169,5,5260.573383,
75,2026-04-24T17:02:36.861456,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,56373117560.8476,54578915722.388245,8.491193,2188.042969,9.073047,2183.136719,9.052703,5,5370.108983,
75,2026-04-24T17:02:44.635993,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,69068224962.726,68437493643.93512,8.355978,2183.875,9.055764,2181.144531,9.044442,5,5273.191059,
75,2026-04-24T17:02:51.933233,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,56359457151.22644,55426219010.6681,8.550626,2182.574219,9.05037,2181.191406,9.044636,5,5274.745743,
75,2026-04-24T17:02:59.919495,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,68290990392.94603,67371431344.16558,8.703735,2181.050781,9.044053,2168.148438,8.990552,5,5278.409328,
75,2026-04-24T17:03:07.223545,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,61759520652.46303,61575353558.31457,8.495394,2174.910156,9.01859,2174.707031,9.017748,5,5244.734256,
75,2026-04-24T17:03:14.538194,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,67294664800.28496,66471344302.40159,8.815567,2176.117188,9.023595,2171.890625,9.006069,5,5256.95318,
76,2026-04-24T17:03:23.792877,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,67870109780.57485,67046701720.0986,9.066306,2174.277344,9.015966,2173.886719,9.014346,5,5254.890384,
76,2026-04-24T17:03:31.248041,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61208804193.06717,60449400038.75266,9.121565,2175.824219,9.02238,2175.773438,9.02217,5,5241.162372,
76,2026-04-24T17:03:38.819310,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,69920431643.59723,68914765753.84077,7.748513,2176.976562,9.027159,2171.25,9.003413,5,5293.801347,
76,2026-04-24T17:03:46.281133,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,53622753586.94548,53192700315.98187,9.140426,2174.742188,9.017894,2173.664062,9.013423,5,5217.069952,
76,2026-04-24T17:03:53.507121,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,66010025602.913246,21917688500.296307,2.054548,2174.707031,9.017748,2174.0625,9.015075,5,15197.953455,
76,2026-04-24T17:04:11.927285,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,56303062053.60571,55868000960.51986,8.479482,2175.90625,9.022721,2174.96875,9.018833,5,5270.753289,
76,2026-04-24T17:04:18.993374,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,69702204778.7645,69124565187.7696,6.691963,2175.976562,9.023012,2172.613281,9.009066,5,5274.49253,
76,2026-04-24T17:04:27.074274,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,62138191220.2997,60605849311.998146,8.569997,2175.214844,9.019854,2175.015625,9.019027,5,5342.783156,
76,2026-04-24T17:04:34.837016,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,69149636861.4416,68372296486.1633,8.34044,2175.992188,9.023077,2171.960938,9.006361,5,5236.033058,
77,2026-04-24T17:04:46.610071,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,69310734978.53004,68514821892.03665,8.53516,2174.324219,9.01616,2169.558594,8.996399,5,5328.088913,
77,2026-04-24T17:04:53.735066,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61880654103.969345,45806844102.1227,7.191299,2174.21875,9.015723,2173.1875,9.011447,5,6974.773662,
77,2026-04-24T17:05:03.879461,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,69228371630.7756,68597585100.635864,8.655126,2175.089844,9.019335,2174.851562,9.018347,5,5351.704556,
77,2026-04-24T17:05:13.682114,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,57088420787.20807,55773427230.69276,8.617201,2176.070312,9.023401,2170.035156,8.998375,5,5290.332813,
77,2026-04-24T17:05:21.693985,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,69056370060.1339,20472168728.642242,2.985233,2174.023438,9.014913,2173.304688,9.011933,5,16985.846923,
77,2026-04-24T17:05:40.422760,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54238763202.7523,53670227464.9853,8.959044,2174.714844,9.01778,2172.796875,9.009827,5,5243.401879,
77,2026-04-24T17:05:48.012745,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,66551358726.425476,66031975889.10704,8.751478,2177.949219,9.031192,2173.238281,9.011657,5,5276.550026,
77,2026-04-24T17:05:55.873566,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,61669885645.5114,60924911801.52498,8.925564,2176.824219,9.026527,2176.285156,9.024292,5,5280.826123,
77,2026-04-24T17:06:03.348507,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,69984826832.2902,62137936342.5408,6.750129,2177.867188,9.030852,2175.234375,9.019935,5,6858.264188,
78,2026-04-24T17:06:14.869445,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,66902245907.16712,65975893577.62193,9.02521,2176.757812,9.026252,2175.507812,9.021068,5,5288.252551,
78,2026-04-24T17:06:21.936297,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61695065871.88017,61064608928.30702,9.070909,2176.238281,9.024097,2175.773438,9.02217,5,5247.659917,
78,2026-04-24T17:06:29.172114,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,68145277866.1645,67257835634.10633,8.637366,2177.460938,9.029167,2174.820312,9.018218,5,5263.822518,
78,2026-04-24T17:06:36.783419,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55469137896.2762,52808714717.2569,8.334687,2175.925781,9.022802,2175.667969,9.021732,5,5485.318113,
78,2026-04-24T17:06:44.184417,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,68440938800.74906,56161939309.91747,8.017596,2176.257812,9.024178,2175.695312,9.021846,5,6284.543672,
78,2026-04-24T17:06:52.260013,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54771050483.3014,53989587022.79842,8.972845,2177.589844,9.029702,2171.8125,9.005745,5,5295.508887,
78,2026-04-24T17:07:00.274697,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,67529959266.3829,66798678824.16014,9.190111,2175.167969,9.019659,2172.746094,9.009617,5,5214.938057,
78,2026-04-24T17:07:07.176051,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,61679613961.26493,61162382653.6501,9.17743,2175.945312,9.022883,2176.144531,9.023709,5,5232.077544,
78,2026-04-24T17:07:14.591159,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,66859915773.86981,66100802197.476265,8.687553,2176.820312,9.026511,2168.589844,8.992382,5,5246.222435,
79,2026-04-24T17:07:24.582191,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,69231617417.182,68619949837.86047,2.588823,2172.730469,9.009552,2173.480469,9.012662,5,5289.753055,
79,2026-04-24T17:07:32.228862,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60566756710.3792,59914752147.68932,7.605538,2176.949219,9.027045,2175.421875,9.020712,5,5271.369944,
79,2026-04-24T17:07:40.307109,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,67563513983.5217,67267387031.5695,8.305027,2176.265625,9.024211,2175.203125,9.019805,5,5276.965592,
79,2026-04-24T17:07:47.352606,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55771024498.32072,54181308838.45027,7.197857,2176.914062,9.0269,2169.242188,8.995087,5,5339.479431,
79,2026-04-24T17:07:54.717649,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,67102387031.226746,66513255716.6952,8.861816,2176.628906,9.025717,2176.484375,9.025118,5,5327.227017,
79,2026-04-24T17:08:01.653437,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,55600038549.6984,54695140276.086876,9.026369,2177.496094,9.029313,2176.992188,9.027224,5,5245.662293,
79,2026-04-24T17:08:08.808569,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,68350008893.95197,67689829872.01918,8.526999,2178.0,9.031403,2172.636719,9.009163,5,5240.487223,
79,2026-04-24T17:08:16.469410,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,60869009331.08056,59852121893.113625,8.708709,2177.457031,9.029151,2173.839844,9.014152,5,5326.311686,
79,2026-04-24T17:08:23.831201,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,68446986544.184845,67842262676.305244,8.916652,2177.246094,9.028276,2176.527344,9.025296,5,5213.676698,
80,2026-04-24T17:08:35.193864,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,69856287797.51328,65706478602.52543,8.005822,2177.742188,9.030334,2171.078125,9.0027,5,5516.833959,
80,2026-04-24T17:08:43.894806,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,57957494520.641365,56485579704.52625,8.625514,2176.761719,9.026268,2175.570312,9.021328,5,5392.038236,
80,2026-04-24T17:08:51.625311,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,69294669053.2808,68753702708.6129,5.002633,2176.941406,9.027013,2175.042969,9.019141,5,5227.040113,
80,2026-04-24T17:08:58.679473,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,53331008584.532166,49878057912.59093,6.583122,2176.710938,9.026057,2168.199219,8.990762,5,5625.470666,
80,2026-04-24T17:09:08.375697,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,68798243077.1717,22846974661.026028,2.254197,2173.984375,9.014751,2174.089844,9.015189,5,15189.263006,
80,2026-04-24T17:09:25.324182,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54877358142.816666,54085358786.60676,8.930062,2175.082031,9.019303,2174.3125,9.016112,5,5317.335557,
80,2026-04-24T17:09:32.860552,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,70504114153.28036,69531360903.4406,8.768688,2175.371094,9.020501,2175.617188,9.021522,5,5311.315183,
80,2026-04-24T17:09:40.345109,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,62924479439.68504,62420649459.97373,7.886544,2176.710938,9.026057,2170.898438,9.001955,5,5208.03322,
80,2026-04-24T17:09:47.844498,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,69141469701.31505,68194825118.79314,9.133805,2176.199219,9.023935,2174.085938,9.015172,5,5276.779291,
81,2026-04-24T17:09:58.391254,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,67639993604.8243,66304866484.517876,8.725054,2176.394531,9.024745,2176.984375,9.027191,5,5390.254827,
81,2026-04-24T17:10:05.657470,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60501358966.8412,59157418041.48256,8.807947,2177.957031,9.031224,2175.480469,9.020955,5,5362.267829,
81,2026-04-24T17:10:13.229267,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,68337980380.906166,67617848255.363525,7.083764,2178.273438,9.032536,2173.921875,9.014492,5,5255.950399,
81,2026-04-24T17:10:20.232744,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55280517644.16943,54138731141.25833,8.998331,2178.027344,9.031516,2175.183594,9.019724,5,5318.101336,
81,2026-04-24T17:10:27.557261,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,68905115203.1798,67713026700.0309,8.640514,2177.503906,9.029345,2173.175781,9.011398,5,5292.212534,
81,2026-04-24T17:10:34.617213,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,55154076666.62,54270912409.29492,9.055649,2176.554688,9.025409,2175.519531,9.021117,5,5279.080905,
81,2026-04-24T17:10:41.523059,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,66441330443.77725,65518383167.46761,8.860337,2176.253906,9.024162,2172.53125,9.008726,5,5334.08967,
81,2026-04-24T17:10:49.184060,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,62102972668.11835,61571991799.6559,8.994709,2176.265625,9.024211,2171.136719,9.002943,5,5204.652704,
81,2026-04-24T17:10:56.853336,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,69010525394.5324,68241223527.79237,8.862479,2175.828125,9.022397,2175.207031,9.019821,5,5248.503418,
82,2026-04-24T17:11:07.190941,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,70607793483.62387,69992587284.59384,9.04031,2176.621094,9.025685,2170.398438,8.999882,5,5285.251139,
82,2026-04-24T17:11:14.515454,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,59446461989.16022,58624877137.70206,8.816121,2175.652344,9.021668,2174.703125,9.017732,5,5301.181125,
82,2026-04-24T17:11:21.695385,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,69728611686.5608,62171138338.04045,8.356503,2175.433594,9.020761,2175.808594,9.022316,5,5772.244428,
82,2026-04-24T17:11:29.258646,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55237867875.068924,54571666936.79028,9.226594,2176.789062,9.026381,2174.484375,9.016825,5,5236.455347,
82,2026-04-24T17:11:36.103181,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,70779516329.1636,19553469435.320263,3.786508,2178.175781,9.032132,2175.722656,9.021959,5,18282.483161,
82,2026-04-24T17:11:56.003890,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,55415390725.94975,54684043376.933426,8.816078,2177.9375,9.031143,2173.289062,9.011868,5,5269.032181,
82,2026-04-24T17:12:03.024692,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,67601846586.09093,66871687530.10892,8.859693,2176.085938,9.023466,2171.578125,9.004773,5,5287.974929,
82,2026-04-24T17:12:10.250270,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,61491989935.314735,60535622748.3486,8.948168,2176.113281,9.023579,2173.863281,9.014249,5,5258.087179,
82,2026-04-24T17:12:19.664834,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,65648839185.19705,65119528585.7127,8.621268,2176.035156,9.023255,2175.058594,9.019206,5,5309.472773,
83,2026-04-24T17:12:30.113983,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,66342620677.076,65745052033.0609,9.17494,2178.734375,9.034448,2175.363281,9.020469,5,5235.228207,
83,2026-04-24T17:12:38.763623,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61441060821.85117,60692717958.1199,8.567159,2177.5625,9.029588,2176.222656,9.024033,5,5361.270444,
83,2026-04-24T17:12:47.930654,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,68166379739.84844,67513131942.85846,8.811749,2177.246094,9.028276,2174.101562,9.015237,5,5323.259708,
83,2026-04-24T17:12:54.879307,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,54065248389.44252,53625573197.109856,2.386002,2176.042969,9.023287,2172.414062,9.00824,5,5276.703429,
83,2026-04-24T17:13:01.761916,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,67988700231.29422,66987151001.9161,8.256573,2178.289062,9.032601,2172.101562,9.006944,5,5317.730841,
83,2026-04-24T17:13:10.527081,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54097732741.97848,53277683252.27182,8.821571,2175.910156,9.022737,2174.453125,9.016695,5,5345.89943,
83,2026-04-24T17:13:18.298865,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,69350688214.6226,67955055485.35973,8.646553,2177.347656,9.028698,2173.78125,9.013909,5,5290.936526,
83,2026-04-24T17:13:25.871023,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,59322776435.69968,58844564797.29816,8.48329,2177.730469,9.030285,2172.765625,9.009697,5,5206.382616,
83,2026-04-24T17:13:33.173192,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,69322624640.5043,67797646112.20409,8.607383,2175.871094,9.022575,2171.855469,9.005923,5,5313.340049,
84,2026-04-24T17:13:42.650729,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,68820736891.93576,66950723999.23185,9.033439,2176.9375,9.026997,2174.527344,9.017003,5,5326.937209,
84,2026-04-24T17:13:50.123820,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,63853573267.41386,62748060025.76216,8.719071,2176.976562,9.027159,2175.726562,9.021975,5,5297.831396,
84,2026-04-24T17:13:57.121450,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,66874167526.80874,65949361029.5678,8.755292,2178.265625,9.032504,2176.925781,9.026948,5,5274.112496,
84,2026-04-24T17:14:04.002404,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55165045498.51617,54733206589.0809,9.010087,2175.792969,9.022251,2174.941406,9.01872,5,5211.742466,
