iteration,started_at,pair,pair_key,hops,src_node,dst_node,dst_ip,success,bandwidth_bps,throughput_bps,cpu_percent,memory_before_mb,memory_before_percent,memory_after_mb,memory_after_percent,duration_requested_s,elapsed_ms,error
53,2026-04-24T16:29:33.289085,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,68446916497.5674,21942686535.163773,4.203013,2154.3125,8.933179,2154.078125,8.932207,5,15761.198473,
53,2026-04-24T16:29:51.906357,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,61950629098.411476,61025354846.13263,9.183156,2156.027344,8.94029,2155.617188,8.938589,5,5256.620355,
53,2026-04-24T16:29:59.235790,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,68389036034.9802,67205088662.24307,8.611955,2156.527344,8.942363,2151.144531,8.920042,5,5250.114483,
54,2026-04-24T16:30:08.323550,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,66611903249.245056,66134921270.939,9.115463,2153.570312,8.930101,2151.996094,8.923574,5,5282.542954,
54,2026-04-24T16:30:16.131467,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60608565658.97369,59564991454.68572,8.753181,2152.984375,8.927672,2149.433594,8.912948,5,5255.57818,
54,2026-04-24T16:30:24.386477,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,67513525721.0901,66913047700.12815,9.041561,2151.378906,8.921014,2151.132812,8.919994,5,5252.8598,
54,2026-04-24T16:30:32.010097,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55152026354.90482,54651250089.38077,8.947191,2152.726562,8.926603,2152.148438,8.924205,5,5295.15598,
54,2026-04-24T16:30:40.069119,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,66351074152.41357,21579404046.975563,4.208463,2153.792969,8.931025,2150.023438,8.915394,5,15507.831148,
54,2026-04-24T16:30:58.011506,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,55191459068.08286,54568534793.7283,8.810573,2152.601562,8.926084,2150.214844,8.916187,5,5266.191335,
54,2026-04-24T16:31:06.058246,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,67031971772.9242,21931008131.898563,4.527821,2151.25,8.92048,2151.546875,8.921711,5,15393.604663,
54,2026-04-24T16:31:23.064290,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,61919519672.48652,60274766896.8718,7.447117,2153.738281,8.930798,2148.472656,8.908963,5,6111.183242,
54,2026-04-24T16:31:31.468308,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,67053023808.733345,66496897630.0398,7.344548,2152.667969,8.92636,2147.828125,8.90629,5,5872.272586,
55,2026-04-24T16:31:41.395264,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,67543780726.9941,17851886082.956852,3.836066,2153.386719,8.92934,2151.847656,8.922958,5,19032.749604,
55,2026-04-24T16:32:05.896458,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,62819142685.0312,14670313938.626154,3.692053,2152.476562,8.925566,2152.03125,8.923719,5,21612.43904,
55,2026-04-24T16:32:29.244686,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,69062991550.70984,67948275614.30148,9.089379,2152.804688,8.926926,2151.476562,8.921419,5,5260.060574,
55,2026-04-24T16:32:36.454913,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,54415611847.69624,50244396141.575516,7.716939,2153.386719,8.92934,2146.585938,8.90114,5,5581.335482,
55,2026-04-24T16:32:45.097777,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,69385150672.11015,68371590971.8675,9.100118,2152.351562,8.925048,2151.648438,8.922132,5,5267.158067,
55,2026-04-24T16:32:52.278294,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54287736947.0173,53861988297.9667,9.177592,2152.105469,8.924027,2150.621094,8.917872,5,5252.237647,
55,2026-04-24T16:32:59.382323,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,67898082062.24998,22153258379.69105,4.59419,2152.980469,8.927655,2152.269531,8.924707,5,15448.567697,
55,2026-04-24T16:33:16.870370,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,58734277726.49094,58240394720.9753,2.700302,2152.824219,8.927007,2144.734375,8.893462,5,5237.051604,
55,2026-04-24T16:33:24.091735,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,66550935849.304146,65956959961.4893,8.94656,2150.636719,8.917937,2148.339844,8.908412,5,5219.471729,
56,2026-04-24T16:33:33.260404,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,67138865790.85049,22017769727.196938,4.398793,2150.410156,8.916997,2150.765625,8.918471,5,15370.153135,
56,2026-04-24T16:33:51.795925,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,63412372216.9667,62782738134.40715,8.745627,2152.730469,8.926619,2152.785156,8.926845,5,5349.962354,
56,2026-04-24T16:34:03.300249,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,67587684663.58795,66484536561.92092,8.413033,2154.492188,8.933924,2152.785156,8.926845,5,5484.946625,
56,2026-04-24T16:34:11.152505,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,52991942221.216,17596589805.981117,1.59456,2153.511719,8.929858,2147.628906,8.905464,5,15172.839114,
56,2026-04-24T16:34:28.034820,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,70917084683.1193,69406292279.211,8.983452,2151.386719,8.921047,2151.460938,8.921354,5,5263.871946,
56,2026-04-24T16:34:35.209359,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,56706298263.1612,55920590006.85165,8.697847,2152.808594,8.926943,2151.34375,8.920868,5,5268.182625,
56,2026-04-24T16:34:42.649456,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,68262894745.747185,67137229746.15148,8.797158,2154.195312,8.932693,2152.996094,8.92772,5,5253.962584,
56,2026-04-24T16:34:50.697469,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,62176818180.00005,61685799839.0058,9.154094,2153.480469,8.929729,2151.59375,8.921905,5,5232.606712,
56,2026-04-24T16:34:58.075156,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,69228004715.12643,68437369877.42252,9.280624,2154.390625,8.933503,2148.984375,8.911085,5,5233.319232,
57,2026-04-24T16:35:08.954708,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,66593099618.02375,65755682940.01736,9.041468,2152.285156,8.924772,2152.523438,8.92576,5,5241.032469,
57,2026-04-24T16:35:15.889434,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,63272213541.24376,20296427646.26444,4.51115,2154.484375,8.933892,2153.910156,8.93151,5,15713.270251,
57,2026-04-24T16:35:33.906087,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,66446346026.57848,65766687384.22192,9.052525,2154.890625,8.935576,2153.8125,8.931106,5,5262.281686,
57,2026-04-24T16:35:41.854985,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,54916823868.91473,17022381117.393944,4.120322,2154.546875,8.934151,2154.003906,8.931899,5,16258.20934,
57,2026-04-24T16:36:01.833828,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,68502538445.47714,67430661737.88264,8.868243,2154.636719,8.934523,2150.8125,8.918666,5,5260.470903,
57,2026-04-24T16:36:08.764750,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54235270271.54051,53791880118.7165,8.961235,2155.355469,8.937504,2152.128906,8.924124,5,5284.203214,
57,2026-04-24T16:36:16.442471,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,68016364952.34759,67473391071.509,9.112587,2152.535156,8.925809,2151.542969,8.921695,5,5231.946355,
57,2026-04-24T16:36:23.450274,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,60521220587.16474,59371062381.09448,8.692734,2153.238281,8.928724,2152.195312,8.9244,5,5303.374177,
57,2026-04-24T16:36:30.617495,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,67367401818.19928,66418376541.17844,8.087616,2152.886719,8.927267,2145.585938,8.896993,5,5291.651373,
58,2026-04-24T16:36:40.318853,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,63670470495.18178,63145782081.3947,8.269264,2150.441406,8.917127,2144.441406,8.892247,5,5212.871305,
58,2026-04-24T16:36:47.156000,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60971731449.413414,60328538380.3573,9.127789,2152.601562,8.926084,2152.234375,8.924562,5,5259.451361,
58,2026-04-24T16:36:54.721388,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,66227885283.34067,65322152762.97797,9.083206,2153.359375,8.929227,2150.679688,8.918115,5,5244.617458,
58,2026-04-24T16:37:01.650651,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55103443469.356735,54048305346.71,9.209192,2153.921875,8.931559,2153.046875,8.927931,5,5257.239994,
58,2026-04-24T16:37:08.986987,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,67946961239.4109,66850178568.2662,8.991228,2154.484375,8.933892,2152.648438,8.926279,5,5247.203937,
58,2026-04-24T16:37:16.271113,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54115592436.1059,53597707158.31618,8.979174,2153.617188,8.930296,2152.824219,8.927007,5,5201.371715,
58,2026-04-24T16:37:23.312438,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,66322140182.5832,63344336047.33612,9.24028,2153.8125,8.931106,2143.351562,8.887728,5,5475.603516,
58,2026-04-24T16:37:30.439380,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,60817018771.079865,60287316266.34712,8.800135,2165.109375,8.97795,2151.253906,8.920496,5,5251.288873,
58,2026-04-24T16:37:37.399899,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,68028466089.622215,67431905211.25577,8.740842,2158.023438,8.948567,2157.789062,8.947595,5,5248.893799,
59,2026-04-24T16:37:46.558252,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,68936748039.37292,18821725436.6116,3.907233,2160.023438,8.95686,2157.375,8.945878,5,18469.377263,
59,2026-04-24T16:38:07.342346,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,63843572114.39616,20703841103.9086,4.231255,2159.84375,8.956115,2157.800781,8.947644,5,15552.623673,
59,2026-04-24T16:38:26.228703,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,65262957772.50672,64393990626.9752,8.843988,2159.523438,8.954787,2157.65625,8.947044,5,5351.196052,
59,2026-04-24T16:38:33.409870,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55782480473.617035,55070213821.6315,9.180217,2158.875,8.952098,2159.96875,8.956633,5,5235.083869,
59,2026-04-24T16:38:41.280206,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,62567485553.3037,61754361898.838066,6.94492,2160.179688,8.957508,2154.199219,8.932709,5,5345.605006,
59,2026-04-24T16:38:50.011213,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,53588026768.462715,15846693141.033783,2.790575,2158.9375,8.952357,2156.835938,8.943643,5,17066.279507,
59,2026-04-24T16:39:09.160468,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,67203876125.63426,66067465849.14085,9.135262,2159.644531,8.955289,2158.382812,8.950057,5,5273.660645,
59,2026-04-24T16:39:16.770542,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,61609897338.390114,60636512748.54354,9.02205,2160.625,8.959355,2155.914062,8.93982,5,5283.96425,
59,2026-04-24T16:39:23.954387,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,65997385074.631645,55298465465.3286,4.092448,2158.414062,8.950187,2154.5625,8.934216,5,6189.282531,
60,2026-04-24T16:39:35.711208,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,69213283138.10947,68555890671.03213,2.176279,2157.925781,8.948162,2157.550781,8.946607,5,5239.741344,
60,2026-04-24T16:39:42.838676,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60360696277.200516,59879149185.39322,2.959755,2160.207031,8.957621,2161.578125,8.963307,5,5214.322421,
60,2026-04-24T16:39:49.944823,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,66836016771.052414,21429219746.97103,4.405912,2162.933594,8.968928,2163.054688,8.96943,5,15723.117807,
60,2026-04-24T16:40:07.455100,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55563364366.95473,54855544907.67306,8.901044,2163.699219,8.972102,2162.332031,8.966433,5,5360.077955,
60,2026-04-24T16:40:14.442430,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,67876294834.087524,67273265325.896065,2.853531,2162.574219,8.967437,2160.476562,8.958739,5,5218.483242,
60,2026-04-24T16:40:21.392851,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,57398522173.596,46931657414.817635,7.489171,2161.386719,8.962513,2160.945312,8.960683,5,6383.190437,
60,2026-04-24T16:40:29.502476,R4-R5,r4_r5,1,r4,r5,10.0.45.2,False,,,1.204819,2162.632812,8.96768,2160.46875,8.958707,5,39531.458129,"Command 'mnexec -a 4943 sh -lc ""iperf3 -c 10.0.45.2 -t 5 -J""' timed out after 35 seconds"
60,2026-04-24T16:41:11.413445,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,60745542211.7201,59397028355.1731,9.186221,2162.511719,8.967178,2162.21875,8.965963,5,5342.440698,
60,2026-04-24T16:41:19.815420,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,69829040014.4956,69271746540.60625,2.34869,2162.914062,8.968847,2162.035156,8.965202,5,5249.490923,
61,2026-04-24T16:41:30.156411,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,68232275971.30785,22488115606.74591,4.46491,2162.320312,8.966384,2162.070312,8.965348,5,15312.604749,
61,2026-04-24T16:41:47.754401,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61337371846.0502,20311488455.96036,4.396183,2163.546875,8.971471,2159.351562,8.954074,5,15237.88833,
61,2026-04-24T16:42:04.612625,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,68002931299.76158,66492324901.26213,8.406566,2162.496094,8.967113,2156.214844,8.941067,5,5388.322999,
61,2026-04-24T16:42:11.778315,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55226212998.8758,54566337434.50401,8.916877,2159.917969,8.956423,2159.875,8.956245,5,5309.722652,
61,2026-04-24T16:42:19.726226,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,66752239333.2512,66220123781.14617,9.260527,2161.21875,8.961817,2160.464844,8.95869,5,5245.992589,
61,2026-04-24T16:42:28.211576,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,53154746809.51303,52703552139.71444,2.542219,2162.109375,8.96551,2171.671875,9.005162,5,5207.052562,
61,2026-04-24T16:42:35.397355,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,66435450255.0745,21220388364.34496,4.335293,2172.65625,9.009244,2170.84375,9.001728,5,15787.10024,
61,2026-04-24T16:42:52.792380,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,60784941689.96795,60276407862.81426,8.99067,2172.382812,9.00811,2171.035156,9.002522,5,5246.72297,
61,2026-04-24T16:42:59.679893,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,68498727786.1777,64985604590.24232,8.231658,2171.035156,9.002522,2166.722656,8.984639,5,5460.676845,
62,2026-04-24T16:43:10.073249,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,67946802002.76195,66394270561.400375,8.638655,2169.5625,8.996415,2162.84375,8.968555,5,5292.831816,
62,2026-04-24T16:43:17.083623,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60367796469.968,59568460450.23692,8.38425,2166.367188,8.983165,2160.363281,8.958269,5,5252.695094,
62,2026-04-24T16:43:25.267492,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,66039000362.39623,65224530646.462456,9.29166,2165.6875,8.980347,2163.683594,8.972037,5,5238.944784,
62,2026-04-24T16:43:32.451861,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55601352706.3166,55132275615.92624,9.041376,2167.363281,8.987296,2167.335938,8.987182,5,5230.139535,
62,2026-04-24T16:43:39.725536,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,67807901446.53797,66495772744.93492,8.622432,2168.386719,8.99154,2166.101562,8.982064,5,5293.638064,
62,2026-04-24T16:43:47.498045,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,53922243502.99751,52882772541.990845,8.871906,2168.046875,8.99013,2167.191406,8.986583,5,5342.399536,
62,2026-04-24T16:43:55.344912,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,67018601425.5103,65196142429.1654,8.693484,2167.929688,8.989645,2166.605469,8.984153,5,5364.441911,
62,2026-04-24T16:44:02.791500,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,61137367422.96214,60538713740.47615,8.893783,2168.144531,8.990535,2168.601562,8.992431,5,5261.260172,
62,2026-04-24T16:44:09.920988,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,68247509845.94837,56522130857.7521,6.543579,2169.707031,8.997015,2160.195312,8.957573,5,6555.314262,
63,2026-04-24T16:44:21.850986,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,68391460609.8714,22719486811.54478,2.766491,2168.976562,8.993986,2168.851562,8.993467,5,15180.323174,
63,2026-04-24T16:44:39.107413,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60175342506.08196,59685896459.14307,9.22205,2169.890625,8.997776,2167.523438,8.98796,5,5205.768129,
63,2026-04-24T16:44:46.265636,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,68630624826.50819,67811979501.00997,7.822086,2170.894531,9.001939,2164.792969,8.976638,5,5243.025559,
63,2026-04-24T16:44:53.197205,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,56044571355.88806,55420020802.64247,8.91644,2170.433594,9.000027,2170.09375,8.998618,5,5245.496264,
63,2026-04-24T16:45:01.049960,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,65863053908.67763,65321974947.5379,8.923077,2171.199219,9.003202,2167.914062,8.98958,5,5206.949542,
63,2026-04-24T16:45:08.133308,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,55059459392.433975,54353698732.64121,8.785268,2170.96875,9.002246,2166.269531,8.98276,5,5255.087125,
63,2026-04-24T16:45:16.053679,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,68362961788.39106,67640981381.189316,8.433735,2170.167969,8.998926,2161.5625,8.963242,5,5240.301708,
63,2026-04-24T16:45:23.201441,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,59866164901.00304,59390606657.5994,3.309859,2167.894531,8.989499,2164.363281,8.974856,5,5312.295146,
63,2026-04-24T16:45:31.944733,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,68717137023.84862,68162879351.8862,9.208731,2166.226562,8.982582,2165.695312,8.980379,5,5225.839603,
64,2026-04-24T16:45:43.017773,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,68039877016.22137,67306333529.9897,8.866995,2167.679688,8.988608,2167.410156,8.98749,5,5242.897596,
64,2026-04-24T16:45:50.024323,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61305986092.3538,60802339279.48389,9.111226,2170.578125,9.000627,2170.273438,8.999363,5,5219.43078,
64,2026-04-24T16:45:57.810222,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,67997450803.2237,22024890748.63905,4.518934,2170.546875,9.000497,2171.707031,9.005308,5,15588.412823,
64,2026-04-24T16:46:15.166971,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55082494485.13016,51940311547.2354,8.461292,2172.246094,9.007543,2172.285156,9.007705,5,5558.752865,
64,2026-04-24T16:46:22.917281,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,66918576406.44022,17744352326.617317,3.880947,2172.433594,9.008321,2163.164062,8.969883,5,18998.455375,
64,2026-04-24T16:46:43.520332,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,55409443007.1502,54406015262.845055,8.77193,2167.964844,8.98979,2161.902344,8.964651,5,5269.843581,
64,2026-04-24T16:46:50.528764,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,69776966254.69267,15479069975.713263,2.504068,2165.800781,8.980817,2166.738281,8.984704,5,22685.568307,
64,2026-04-24T16:47:14.923425,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,61961704717.53547,60384174195.03346,7.379391,2168.714844,8.9929,2161.40625,8.962594,5,5329.884218,
64,2026-04-24T16:47:22.961793,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,66908359530.67966,66005347778.22234,8.604207,2166.574219,8.984024,2165.746094,8.98059,5,5564.110263,
65,2026-04-24T16:47:32.380249,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,65994221974.75872,65106762162.00004,8.932753,2166.972656,8.985676,2165.980469,8.981562,5,5308.97909,
65,2026-04-24T16:47:40.891835,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61044713035.18968,60566241740.55294,8.939394,2167.648438,8.988478,2166.382812,8.98323,5,5260.327709,
65,2026-04-24T16:47:48.306573,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,69225146131.1129,60780087074.79744,7.861395,2168.1875,8.990714,2167.515625,8.987928,5,5858.271677,
65,2026-04-24T16:47:56.435145,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,54797376217.7232,49275328696.3459,8.177861,2169.988281,8.998181,2168.640625,8.992593,5,5749.217601,
65,2026-04-24T16:48:04.061877,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,68004788287.08919,67318194303.9516,9.107997,2169.429688,8.995865,2163.007812,8.969235,5,5217.163007,
65,2026-04-24T16:48:11.127805,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54511639669.693214,15253284959.031515,2.610966,2166.804688,8.98498,2166.621094,8.984218,5,18008.010226,
65,2026-04-24T16:48:38.864711,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,67685861008.3845,67090224119.66582,8.953469,2166.9375,8.98553,2168.460938,8.991847,5,5285.944022,
65,2026-04-24T16:48:46.338782,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,59939899365.50952,58706776791.27778,8.228477,2168.945312,8.993856,2162.125,8.965575,5,5368.254985,
65,2026-04-24T16:48:53.883399,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,67252826570.71871,66402155697.88348,8.509201,2168.242188,8.99094,2167.398438,8.987442,5,5309.719832,
66,2026-04-24T16:49:04.846243,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,67960651479.19183,66621840195.58446,8.608393,2169.109375,8.994536,2159.339844,8.954025,5,5357.927233,
66,2026-04-24T16:49:13.316673,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61617509536.8436,60947427935.00763,8.747913,2166.210938,8.982517,2166.617188,8.984202,5,5344.954181,
66,2026-04-24T16:49:21.058771,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,66783070826.22092,65709080855.34613,7.729303,2168.078125,8.99026,2161.941406,8.964813,5,5242.179098,
66,2026-04-24T16:49:28.249610,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,53331121815.26784,52921684166.0733,1.973684,2166.679688,8.984461,2167.488281,8.987814,5,5193.575339,
66,2026-04-24T16:49:35.850540,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,67199828995.4201,22281321102.781475,4.484436,2168.371094,8.991475,2165.082031,8.977836,5,15209.160971,
66,2026-04-24T16:49:54.165964,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,55073486666.012,18260627408.73827,4.589089,2168.035156,8.990082,2163.984375,8.973285,5,15221.142685,
66,2026-04-24T16:50:11.016349,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,67353752814.71454,66794082251.42312,6.029285,2166.96875,8.98566,2161.796875,8.964214,5,5244.920101,
66,2026-04-24T16:50:18.576584,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,60268836990.401886,59725132396.89418,9.104704,2165.828125,8.98093,2164.917969,8.977156,5,5273.712184,
66,2026-04-24T16:50:25.877821,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,66410206897.04828,65870140102.65387,8.801625,2167.792969,8.989078,2161.683594,8.963744,5,5248.762982,
67,2026-04-24T16:50:35.522188,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,67138301737.26353,20082994405.15405,4.304601,2167.695312,8.988673,2169.871094,8.997695,5,16857.149997,
67,2026-04-24T16:50:55.025220,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,60923046814.18881,60407187416.04263,8.977598,2170.527344,9.000416,2167.632812,8.988414,5,5269.619537,
67,2026-04-24T16:51:02.401616,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,69100598582.8175,68223107186.33839,7.670068,2169.101562,8.994504,2162.714844,8.96802,5,5235.991287,
67,2026-04-24T16:51:09.244295,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,54121501982.1342,52802860671.668945,5.949008,2167.789062,8.989061,2160.484375,8.958771,5,5361.471787,
67,2026-04-24T16:51:17.774021,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,70133183546.2291,69452671932.86313,7.920458,2166.1875,8.98242,2164.277344,8.9745,5,5326.341081,
67,2026-04-24T16:51:24.880731,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,55920379134.78677,55228427438.14498,8.593618,2167.945312,8.989709,2163.730469,8.972232,5,5281.18483,
67,2026-04-24T16:51:33.266508,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,67128686114.74165,22298807477.615288,2.072164,2167.375,8.987344,2167.703125,8.988705,5,15175.687423,
67,2026-04-24T16:51:50.637551,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,60375981278.57597,47333371501.80808,7.192292,2168.347656,8.991378,2162.808594,8.968409,5,6572.426319,
67,2026-04-24T16:51:59.137820,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,67950135557.756836,67392762509.28319,9.053639,2165.996094,8.981627,2164.601562,8.975844,5,5213.891263,
68,2026-04-24T16:52:09.753492,R1-R2,r1_r2,1,r1,r2,10.0.12.2,True,69533107865.74963,68973567690.20944,9.255806,2167.746094,8.988883,2176.394531,9.024745,5,5262.879611,
68,2026-04-24T16:52:16.911786,R1-R3,r1_r3,2,r1,r3,10.0.23.2,True,61503502555.12642,60985327884.24927,7.403599,2178.109375,9.031856,2177.871094,9.030868,5,5257.618764,
68,2026-04-24T16:52:23.801280,R3-R2,r3_r2,1,r3,r2,10.0.23.1,True,68395256855.27386,67430265236.51135,8.670715,2179.085938,9.035906,2171.167969,9.003073,5,5263.409724,
68,2026-04-24T16:52:30.869449,R3-R6,r3_r6,3,r3,r6,10.0.56.2,True,55730722077.84727,55063747971.36265,8.991043,2177.199219,9.028082,2177.148438,9.027871,5,5259.381796,
68,2026-04-24T16:52:37.876157,R1-R6,r1_r6,1,r1,r6,10.0.61.1,True,70229076757.01794,69722585904.90744,8.915254,2178.25,9.032439,2169.335938,8.995476,5,5248.72625,
68,2026-04-24T16:52:44.749386,R2-R5,r2_r5,3,r2,r5,10.0.45.2,True,54739630447.2172,54282829211.289474,8.947903,2170.835938,9.001696,2167.453125,8.987668,5,5248.538683,
68,2026-04-24T16:52:53.324018,R4-R5,r4_r5,1,r4,r5,10.0.45.2,True,69983677987.15573,68889694528.77127,9.109415,2170.105469,8.998667,2168.445312,8.991783,5,5256.579175,
68,2026-04-24T16:53:00.931176,R4-R6,r4_r6,2,r4,r6,10.0.56.2,True,62119627576.67036,45968836810.3887,5.340939,2169.085938,8.994439,2164.242188,8.974354,5,6981.084425,
68,2026-04-24T16:53:09.671125,R6-R1,r6_r1,1,r6,r1,10.0.61.2,True,69794896942.61835,69245178588.20274,8.871516,2168.863281,8.993516,2167.28125,8.986956,5,5256.172295,
